response_set,response_id,parent_response_id,date_time,page,question,response,optional_text,user,branch,desk,library
3806975,8744683,,8/27/14 8:56,Reference,Question Type,Reference < 5 mins,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3806975,8744685,,8/27/14 8:56,Reference,Contact Type,In-person,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3806975,8744684,,8/27/14 8:56,Reference,Notes:,,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3806978,8744698,,8/27/14 8:58,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806978,8744700,,8/27/14 8:58,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806978,8744699,,8/27/14 8:58,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806979,8744701,,8/27/14 8:59,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806979,8744703,,8/27/14 8:59,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806979,8744702,,8/27/14 8:59,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806980,8744704,,8/27/14 8:59,Reference,Question Type,Reference < 5 mins,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3806980,8744706,,8/27/14 8:59,Reference,Contact Type,In-person,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3806980,8744705,,8/27/14 8:59,Reference,Notes:,,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3806981,8744707,,8/27/14 8:59,Reference,Question Type,Reference < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3806981,8744709,,8/27/14 8:59,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3806981,8744708,,8/27/14 8:59,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3806982,8744710,,8/27/14 8:59,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3806982,8744712,,8/27/14 8:59,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3806982,8744711,,8/27/14 8:59,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3853586,8880714,,8/27/14 9:00,Reference,Question Type,Reference 16 - 30 mins,,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3853595,8880750,,8/27/14 9:00,Reference,Question Type,Reference 31 - 45 mins,,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3853586,8880716,,8/27/14 9:00,Reference,Contact Type,Email,,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3853595,8880752,,8/27/14 9:00,Reference,Contact Type,Email,,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3853586,8880715,,8/27/14 9:00,Reference,Notes:,,,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3853595,8880751,,8/27/14 9:00,Reference,Notes:,,Japanese instruction materials,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3853586,8880717,,8/27/14 9:00,Reference,Service Location,Office,,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3853595,8880753,,8/27/14 9:00,Reference,Service Location,Office,,atwi1,Arts & Humanities,A&H Office,Pennsylvania State University
3806984,8744716,,8/27/14 9:00,Reference,Question Type,Reference < 5 mins,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3806984,8744718,,8/27/14 9:00,Reference,Contact Type,In-person,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3806984,8744717,,8/27/14 9:00,Reference,Notes:,,,holl1,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3806985,8744719,,8/27/14 9:00,Reference,Question Type,Reference 5 - 15 mins,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3806985,8744721,,8/27/14 9:00,Reference,Contact Type,In-person,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3806985,8744720,,8/27/14 9:00,Reference,Notes:,,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3806986,8744722,,8/27/14 9:00,Alarms,Gate Alarms,Patron Entering the Building,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806986,8744723,,8/27/14 9:00,Alarms,Additional Information (Optional),,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3806988,8744727,,8/27/14 9:01,Reference,Question Type,Where is?,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806988,8744729,,8/27/14 9:01,Reference,Contact Type,Telephone,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806988,8744728,,8/27/14 9:01,Reference,Notes:,,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806988,8744730,,8/27/14 9:01,Reference,Service Location,Office,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806989,8744731,,8/27/14 9:01,Reference,Question Type,Where is?,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806989,8744733,,8/27/14 9:01,Reference,Contact Type,Telephone,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806989,8744732,,8/27/14 9:01,Reference,Notes:,,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806989,8744734,,8/27/14 9:01,Reference,Service Location,Office,,lesk1,Access Services,AS ILL Office,Pennsylvania State University
3806990,8744735,,8/27/14 9:01,Reference,Question Type,Policy & Service < 5 mins,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3806990,8744737,,8/27/14 9:01,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3806990,8744736,,8/27/14 9:01,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3806993,8744743,,8/27/14 9:02,Reference,Question Type,Where is?,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3806993,8744744,,8/27/14 9:02,Reference,Question Type,Policy & Service < 5 mins,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3806993,8744746,,8/27/14 9:02,Reference,Contact Type,In-person,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3806993,8744745,,8/27/14 9:02,Reference,Notes:,,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3806995,8744750,,8/27/14 9:03,Reference,Question Type,Policy & Service < 5 mins,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3806995,8744752,,8/27/14 9:03,Reference,Contact Type,In-person,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3806995,8744751,,8/27/14 9:03,Reference,Notes:,,,conk2,Access Services,AS Lending Desk,Pennsylvania State University
3806996,8744753,,8/27/14 9:06,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3806996,8744754,,8/27/14 9:06,Reference,Question Type,Policy & Service < 5 mins,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3806996,8744756,,8/27/14 9:06,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3806996,8744755,,8/27/14 9:06,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3806998,8744760,,8/27/14 9:06,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3806998,8744762,,8/27/14 9:06,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3806998,8744761,,8/27/14 9:06,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807005,8744781,,8/27/14 9:06,Reference,Question Type,Policy & Service < 5 mins,,meie1,Engineering,ENG Desk,Pennsylvania State University
3807005,8744783,,8/27/14 9:06,Reference,Contact Type,In-person,,meie1,Engineering,ENG Desk,Pennsylvania State University
3807005,8744782,,8/27/14 9:06,Reference,Notes:,,,meie1,Engineering,ENG Desk,Pennsylvania State University
3807007,8744787,,8/27/14 9:07,Reference,Question Type,Where is?,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807007,8744789,,8/27/14 9:07,Reference,Contact Type,In-person,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807007,8744788,,8/27/14 9:07,Reference,Notes:,,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807008,8744790,,8/27/14 9:07,Reference,Question Type,Reference < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807008,8744792,,8/27/14 9:07,Reference,Contact Type,Other Contact Type,ILL Request,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807008,8744791,,8/27/14 9:07,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807008,8744793,,8/27/14 9:07,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807009,8744794,,8/27/14 9:07,Reference,Question Type,Reference < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807009,8744796,,8/27/14 9:07,Reference,Contact Type,Other Contact Type,ILL Request,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807009,8744795,,8/27/14 9:07,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807009,8744797,,8/27/14 9:07,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807010,8744798,,8/27/14 9:08,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807010,8744800,,8/27/14 9:08,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807010,8744799,,8/27/14 9:08,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807011,8744801,,8/27/14 9:08,Reference,Question Type,Where is?,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807011,8744803,,8/27/14 9:08,Reference,Contact Type,In-person,,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807011,8744802,,8/27/14 9:08,Reference,Notes:,,Location of printer,seld1,News & Microforms,NML Desk,Pennsylvania State University
3807014,8744808,,8/27/14 9:09,Reference,Question Type,Reference < 5 mins,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807014,8744810,,8/27/14 9:09,Reference,Contact Type,Other Contact Type,ILL Request,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807014,8744809,,8/27/14 9:09,Reference,Notes:,,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807014,8744811,,8/27/14 9:09,Reference,Service Location,Office,,whit2,Access Services,AS ILL Office,Pennsylvania State University
3807018,8744821,,8/27/14 9:10,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807018,8744822,,8/27/14 9:10,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807018,8744824,,8/27/14 9:10,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807018,8744823,,8/27/14 9:10,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807019,8744825,,8/27/14 9:11,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807019,8744826,,8/27/14 9:11,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807019,8744828,,8/27/14 9:11,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807019,8744827,,8/27/14 9:11,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807020,8744829,,8/27/14 9:11,Reference,Question Type,Where is?,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807020,8744831,,8/27/14 9:11,Reference,Contact Type,In-person,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807020,8744830,,8/27/14 9:11,Reference,Notes:,,,boug1,Welcome Desks,West Welcome Desk,Pennsylvania State University
3807021,8744832,,8/27/14 9:11,Reference,Question Type,Policy & Service < 5 mins,,vand1,Engineering,ENG Desk,Pennsylvania State University
3807021,8744834,,8/27/14 9:11,Reference,Contact Type,In-person,,vand1,Engineering,ENG Desk,Pennsylvania State University
3807021,8744833,,8/27/14 9:11,Reference,Notes:,,,vand1,Engineering,ENG Desk,Pennsylvania State University
3807022,8744835,,8/27/14 9:11,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807022,8744836,,8/27/14 9:11,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807022,8744838,,8/27/14 9:11,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807022,8744837,,8/27/14 9:11,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807023,8744839,,8/27/14 9:12,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807023,8744840,,8/27/14 9:12,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807023,8744842,,8/27/14 9:12,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807023,8744841,,8/27/14 9:12,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807024,8744843,,8/27/14 9:14,Reference,Question Type,Policy & Service < 5 mins,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807024,8744845,,8/27/14 9:14,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807024,8744844,,8/27/14 9:14,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807025,8744846,,8/27/14 9:14,Reference,Question Type,Where is?,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807025,8744848,,8/27/14 9:14,Reference,Contact Type,In-person,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807025,8744847,,8/27/14 9:14,Reference,Notes:,,,robe1,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807026,8744849,,8/27/14 9:14,Consultation,Interaction Type,Liaison Activity,,mcca1,Business,BUS Office,Pennsylvania State University
3807026,8744850,,8/27/14 9:14,Consultation,Notes:,,,mcca1,Business,BUS Office,Pennsylvania State University
3807026,8744851,,8/27/14 9:14,Consultation,Time in Minutes (optional),,45,mcca1,Business,BUS Office,Pennsylvania State University
3807026,8744852,,8/27/14 9:14,Consultation,Class Name/Number (optional),,,mcca1,Business,BUS Office,Pennsylvania State University
3807027,8744853,,8/27/14 9:15,Reference,Question Type,Policy & Service < 5 mins,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807027,8744855,,8/27/14 9:15,Reference,Contact Type,In-person,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807027,8744854,,8/27/14 9:15,Reference,Notes:,,,nola1,Earth & Mineral Sciences,EMS Desk,Pennsylvania State University
3807028,8744856,,8/27/14 9:15,Reference,Question Type,Policy & Service < 5 mins,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807028,8744858,,8/27/14 9:15,Reference,Contact Type,In-person,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807028,8744857,,8/27/14 9:15,Reference,Notes:,,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807029,8744859,,8/27/14 9:17,Reference,Question Type,Where is?,,zirk1,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
